Name_ID,BlockGp_ID,Final_Prioity_Score,OSDS_count,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
Oahu: : BkGp#9: CPs=392,9,111.54490708075949,392,73.94330174927062,300.0,0.0,82.96896721851603,61.20616135562269,101.93685553630044,16.27661589732879,38.81100731480786,400.0,399.5590085526765,0.0,9.156368196436105,0.0,0.0,189.31532039043194,1.0,High,1.0
Oahu: : BkGp#11: CPs=33,11,116.20836673960038,33,37.9079797979798,242.1818181818182,0.0,125.66220222607726,174.72808018242836,76.15651564133144,66.58776608477979,46.12588684777612,387.73783262364174,104.54090243858192,66.66666666666667,87.55743760699163,171.0,72.0,84.27241279593333,1.0,High,1.0
Oahu: : BkGp#13: CPs=39,13,90.51243703277653,39,35.50461538461538,128.15384615384616,0.0,299.1711283917665,14.11609247628729,89.17499101239882,38.628640126158686,18.919155474129436,324.3785213129201,174.434427198911,0.0,38.68262560036593,99.0,0.0,97.52251236024874,0.717948717948718,Medium,2.0
Oahu: : BkGp#27: CPs=47,27,97.27559856790964,47,60.24565349544075,216.63829787234042,0.0,110.50067495850482,103.14440906288516,98.18182895476376,58.5800080732433,218.0745081771129,382.28477251284386,98.76431549622849,0.0,3.8082786833393047,0.0,0.0,108.9112312319417,0.0,Medium,2.0
BI: : BkGp#42: CPs=66,42,103.86747667911487,66,63.87997113997109,221.1818181818182,0.0,78.26382187073135,174.44292229518533,19.161102805748683,36.872037031449686,69.90578753953511,378.01166289630163,194.5364386703111,0.0,197.47725020272097,1.5,0.0,122.77933755295041,1.0,Medium,2.0
BI: : BkGp#43: CPs=453,43,96.79593098087446,453,57.45543992431379,0.0,0.0,29.591062154857177,69.05800557912335,18.575451913268363,88.47063801578807,157.99981313674385,108.40411129051765,388.9552481787361,27.814569536423843,36.07138403376262,126.97350993377484,278.1456953642384,64.42403565156992,1.0,Medium,2.0
BI: : BkGp#45: CPs=202,45,72.30301521546225,202,82.71852899575667,0.0,0.0,59.81877663546577,80.16390513102934,18.26116025834662,60.42026602521127,69.58525390437961,132.2016182661434,340.46478517647864,0.0,72.5922146228495,39.20792079207921,0.0,129.11079842419304,1.0,Low,3.0
BI: : BkGp#46: CPs=133,46,117.87767371342495,133,66.88666666666659,230.95488721804512,0.0,137.30497496922985,16.68696156900041,20.718525121012803,18.639961637999523,24.85192502059368,387.8281292742095,298.5401591690046,16.541353383458645,16.553276153714332,187.57894736842104,293.09774436090225,51.981593789115685,1.0,High,1.0
BI: : BkGp#47: CPs=297,47,66.17596535551061,297,65.35577040243727,69.88888888888889,0.0,51.85145617994526,21.17048976677013,19.824273550567913,59.36864182948861,44.19089004053105,201.4888470758249,127.41513017702721,47.81144781144781,17.768033823534225,62.333333333333336,169.97979797979798,34.1924794730655,0.37373737373737376,Low,3.0
Oahu: : BkGp#66: CPs=120,66,96.11012269139518,120,57.577734126984105,76.55,0.0,319.0039788815989,10.61079035842923,93.40730187107339,32.74684512179877,19.557818467656723,300.35914757005395,239.1950952126293,0.0,117.17872481004268,99.0,0.0,76.46440395066102,1.0,Medium,2.0
Oahu: : BkGp#69: CPs=31,69,100.4320929569134,31,54.64792626728112,154.83870967741936,0.0,326.1163423387979,13.525217769313127,100.84173874035501,33.38333503335566,22.737979709833343,301.7051675861654,116.9947016328213,0.0,193.73381501966173,99.0,0.0,88.95646057869708,1.0,Medium,2.0
Oahu: : BkGp#70: CPs=74,70,102.96678530031187,74,51.40893178893177,61.66216216216216,0.0,112.88799954681505,71.70159274415802,97.89252616771795,49.11273947176403,160.205743866992,322.12990010319334,158.16879052803904,200.0,43.67717568906859,99.0,0.0,116.65421743583566,0.0,Medium,2.0
Oahu: : BkGp#71: CPs=138,71,97.05496503842554,138,38.44337819185647,37.630434782608695,0.0,62.39320327870283,112.33237067190045,86.58603595778033,106.56854547049824,92.84880303141588,164.5706121836723,231.28546796431945,184.05797101449275,26.675859295327548,99.0,92.54347826086956,120.88831547293931,0.0,Medium,2.0
Oahu: : BkGp#78: CPs=51,78,75.05384965373271,51,57.629859943977536,110.6470588235294,0.0,58.1923054619886,20.817125085368474,101.33791825217989,21.392385221144725,55.92589933018727,363.9210409538347,175.08881221055907,0.0,8.468878135991753,0.0,3.8823529411764706,148.50410844605267,1.0,Low,3.0
Oahu: : BkGp#79: CPs=47,79,69.600052714648,47,53.199999999999996,0.0,0.0,57.699260607483346,23.770459907511565,101.80782739959166,30.585906055694654,59.83274622143905,324.8540654259172,204.1881326817449,0.0,10.303017523142772,0.0,50.5531914893617,127.20618340783285,1.0,Low,3.0
Oahu: : BkGp#84: CPs=142,84,100.85371786063173,142,41.309295774647865,170.30281690140845,0.0,259.0930871197262,112.30733486218519,40.68540392946711,29.722126359737143,47.87985531317864,326.04857862514797,74.79736871960014,0.0,57.43798768827039,76.69014084507042,79.47887323943662,197.0528985316002,0.0,Medium,2.0
BI: : BkGp#90: CPs=454,90,96.70862231729657,454,65.17471365638798,0.0,0.0,34.31860986523599,61.37592812561097,19.397312189688417,87.80990631779528,105.17542496400029,174.3098959543612,342.7475802433899,36.12334801762115,34.25383006684356,136.94273127753303,292.9030837004405,60.096970380542174,0.9823788546255506,Medium,2.0
BI: : BkGp#91: CPs=431,91,71.71597727215877,431,66.63966854491255,0.0,0.0,35.68828590277609,26.096952723409178,17.884083414867796,63.05347100255839,73.22530781409425,70.76352379592451,399.7794835604016,0.0,187.08606301982874,28.25290023201856,0.0,107.26991907159079,1.0,Low,3.0
BI: : BkGp#92: CPs=698,92,77.44900279958195,698,64.72747032337314,0.0,0.0,36.56353256055785,18.50011157319425,18.599401763682724,52.63701168795331,146.1401955410917,123.36402804473816,397.45602200314914,0.0,104.44736625385875,80.13610315186246,38.25214899713467,80.91165009313387,1.0,Low,3.0
BI: : BkGp#93: CPs=373,93,69.05615479329325,373,60.71331546023225,0.0,0.0,27.151158518092963,85.94979325427029,17.515231224443042,46.89627486035428,55.577623744054016,58.21731348264106,395.560167315986,0.0,22.338896313872304,99.0,94.10187667560322,72.8206710498497,1.0,Low,3.0
BI: : BkGp#94: CPs=548,94,69.98032091796823,548,61.25301876955128,0.0,0.0,25.15405752965049,82.7733527697167,16.443706618638313,53.38323999937113,31.0382023511046,41.86891022859999,399.89401539588255,0.0,194.42246062807033,46.42883211678832,0.0,97.04501736215151,1.0,Low,3.0
Oahu: : BkGp#98: CPs=67,98,73.88543812170163,67,37.42451741293532,50.6865671641791,0.0,192.24993893433899,53.65676112019071,43.79059614745433,37.20648399712378,35.77859835671653,231.7025941413147,85.88225582014942,0.0,21.694303507240786,62.059701492537314,56.149253731343286,200.0,0.6567164179104478,Low,3.0
Oahu: : BkGp#111: CPs=98,111,128.72395001952788,98,68.61554907677366,260.2040816326531,0.0,314.88499243985785,34.14741291001573,86.52381472771123,60.93512125300254,169.65397112196916,379.9122189897441,198.14477847234775,0.0,31.59725733702793,96.9795918367347,182.8469387755102,46.413521719570014,0.0,High,1.0
Oahu: : BkGp#112: CPs=41,112,68.57112370335722,41,53.942938443670165,2.4146341463414633,0.0,50.42740959521084,104.44785738322558,87.89452213255123,17.864585727395006,78.31486743831266,242.79933794970248,77.12168998081468,0.0,8.262225337813335,9.658536585365853,195.58536585365854,99.83288497629657,0.0,Low,3.0
BI: : BkGp#140: CPs=687,140,66.44589827121453,687,61.20765786372756,0.0,6.550218340611353,27.75768369162778,43.29079646407074,17.154897569157594,55.76556714081907,43.3468461815857,49.861311391584344,399.54420521355945,0.0,133.33362185743215,77.24017467248909,0.0,81.63549368155299,1.0,Low,3.0
BI: : BkGp#141: CPs=673,141,60.00741349839984,673,51.94707776126727,0.0,0.0,30.386425544006535,50.95751325973986,15.729752513949897,57.75481313158055,35.99102124821438,34.3785016033019,335.95054918207984,0.0,58.48610646823531,90.76225854383358,0.0,137.76718321978922,0.9554234769687965,Low,3.0
BI: : BkGp#142: CPs=228,142,61.75392382356936,228,57.640338345864556,0.0,0.0,32.292113922325036,24.08429890542003,16.159663184685495,54.061640918552605,34.50676636271962,35.91515657359791,400.0,0.0,33.498513379583585,99.0,0.0,139.15036576079072,1.0,Low,3.0
BI: : BkGp#143: CPs=262,143,77.32558553937086,262,57.04688476917469,0.0,0.0,37.68993727208553,93.8057541478195,16.12341888972088,77.60442793457955,50.70037547223716,42.439023675948185,346.323595168207,0.0,200.0,99.0,0.0,139.1503657607906,1.0,Low,3.0
BI: : BkGp#144: CPs=665,144,69.52642210658706,665,63.835124239169204,0.0,0.0,42.08478374579613,40.209030306289435,16.921479295880683,98.67521997121268,38.40778709005866,54.37258564761987,353.4721028578224,0.0,102.85326795681058,93.78947368421052,0.0,138.2754768039361,1.0,Low,3.0
BI: : BkGp#145: CPs=282,145,91.86695571502979,282,59.44960486322171,0.0,44.148936170212764,23.98630488311322,62.393349645948234,17.980559163772643,89.03696648376538,91.19855737737842,77.84520741283106,320.85969400437676,83.68794326241135,27.221671622067944,152.36170212765958,282.4574468085106,45.376391900177666,0.9397163120567376,Medium,2.0
BI: : BkGp#146: CPs=369,146,82.96483239827205,369,57.53356562137025,0.0,68.29268292682927,23.678943473520206,47.20092249665309,17.268481283773106,44.88289283320788,49.66218600039215,51.46196796604907,377.3671791675287,5.420054200542006,36.92029189865751,105.70731707317073,291.869918699187,67.20608233320097,1.0,Medium,2.0
BI: : BkGp#147: CPs=859,147,58.063097813767875,859,64.39612783413682,0.0,37.89289871944121,18.25955100706906,47.80653082117806,15.110852005783508,27.4893240315498,22.767992299700257,30.15899353435552,177.92600365926063,23.515715948777647,35.29607225309841,106.14551804423749,202.9452852153667,61.235601832563226,0.7532013969732246,Low,3.0
BI: : BkGp#148: CPs=462,148,59.3900832608207,462,26.278809523809457,0.0,0.0,51.16656448195311,67.20509392887553,27.93399616791831,72.99250272192309,21.624493672583373,19.264821681128282,381.3338119812149,0.0,1.783944499504479,198.0,0.0,23.267210253400147,0.0,Low,3.0
BI: : BkGp#149: CPs=191,149,81.33800133853626,191,37.32776614310641,0.0,204.18848167539267,55.01045444411183,110.30156683201824,28.771958844792707,167.62312716644914,26.052432879317163,20.990764589096898,293.9223829656146,0.0,1.7839444995044575,198.0,53.38743455497382,22.709705483665868,0.0,Low,3.0
Oahu: : BkGp#155: CPs=86,155,76.66278807124678,86,55.79403543743071,26.72093023255814,0.0,84.2762233466604,134.4402470559903,95.01504589757592,18.05834385291974,124.99344324886411,250.8618303207825,71.3405271527177,23.25581395348837,11.625602138889553,0.0,172.67441860465115,80.88535982617303,0.0,Low,3.0
Oahu: : BkGp#172: CPs=27,172,110.04089100589218,27,60.23375661375664,214.11111111111111,0.0,279.1723774423331,58.251174542192224,88.4750725904176,23.056780238647278,22.37954281528148,381.3096761693087,88.13591870596365,88.88888888888889,15.659068384539141,99.0,99.0,132.93999758594268,0.0,High,1.0
BI: : BkGp#185: CPs=499,185,58.46373864195225,499,61.23650443744659,0.0,0.9018036072144289,19.63642343849321,73.7676769627136,45.15582056342488,74.5356437111589,9.137592813419737,20.789636883152436,287.98499472109285,0.0,12.163474620201699,126.75150300601203,112.09418837675351,32.80081648819965,0.0,Low,3.0
BI: : BkGp#186: CPs=178,186,56.31815152073958,178,44.20395933654353,1.6853932584269662,1.6853932584269662,42.680611623661946,57.845893914668565,57.282359915493494,86.78152191176532,12.759242699299778,33.27613179446844,151.8421234546525,0.0,2.8307034442823555,223.38202247191012,99.5561797752809,28.96073595221235,0.0,Low,3.0
BI: : BkGp#187: CPs=507,187,44.52774613637731,507,71.97215177984405,0.0,0.0,13.302690560047377,6.722477654552849,16.3451794006014,63.24992847165061,22.898648043743208,27.97094671143007,107.85023188463462,0.0,4.720044256523639,20.502958579881657,275.3076923076923,37.07324239505775,0.0,Low,3.0
BI: : BkGp#188: CPs=851,188,30.76365563151327,851,81.83274914666296,0.0,0.0,8.091819053402082,17.84522246474543,15.824702330650396,16.483529348000054,5.618813291806057,8.96923507273319,84.24288532223595,0.0,3.794055614627005,88.7626321974148,100.5123384253819,29.476852205039517,0.245593419506463,Low,3.0
BI: : BkGp#189: CPs=384,189,79.32765795825823,384,70.73831845238094,0.0,4.296875,203.55831642176648,108.74749459999089,17.91559908082893,103.75307987239155,49.92249904574586,52.38540360854851,199.55945449391868,0.0,20.939667988107,300.0,35.3203125,22.777848310193914,0.0,Low,3.0
BI: : BkGp#190: CPs=413,190,56.66948967159829,413,61.85959644874889,0.0,5.447941888619854,83.7164557464464,79.11341242906896,38.13994150969935,56.88705446957696,73.64527745838116,62.69169964190326,154.23099558774786,0.0,6.588164149770719,123.4503631961259,65.9273607748184,38.3440817730668,0.0,Low,3.0
BI: : BkGp#191: CPs=566,191,56.05318815962032,566,59.12069156991399,0.0,0.26501766784452296,63.11546605096229,92.78839145322296,39.9678687063774,55.462077329690004,51.007588089467085,44.2283322243045,279.51774729356714,0.0,8.970152024009966,99.0,16.61660777385159,30.737882211092252,0.0,Low,3.0
BI: : BkGp#192: CPs=371,192,63.6636940637917,371,57.410974201000904,0.0,0.0,54.99092811534463,74.49693335567301,45.729301234862774,127.65349230131022,149.65396406914323,39.27611408422247,274.56977225780025,0.0,2.093824047187193,99.0,0.0,30.080107290329938,0.0,Low,3.0
BI: : BkGp#193: CPs=553,193,82.42996996257551,553,83.45758718677314,0.0,33.09222423146474,43.93514145366424,17.785699625088785,53.17129088815938,92.2759326569877,35.95231118342559,18.093948670322632,126.94721335155785,87.1609403254973,112.12541018715821,197.875226039783,238.76853526220614,95.80808837654291,0.325497287522604,Medium,2.0
BI: : BkGp#194: CPs=588,194,70.31477800981081,588,75.39118075801741,0.0,96.42857142857143,22.804413602645578,19.503910728843408,54.40516800154809,127.49715296447992,12.790540980021412,12.55357520987947,96.28612117109185,0.0,77.21728929431039,128.90816326530611,228.5204081632653,102.41517457917925,0.00510204081632653,Low,3.0
BI: : BkGp#195: CPs=342,195,100.36249648675661,342,84.37828738512961,0.0,44.29824561403509,69.61818382555863,9.281640832004761,60.28132231088134,107.41622978206844,67.45421099436112,29.393487310192164,232.13045966474354,175.43859649122808,138.1183384626082,186.4298245614035,203.66666666666666,97.53195340046823,0.9298245614035088,Medium,2.0
BI: : BkGp#196: CPs=394,196,62.60387652447164,394,50.73389896059943,0.0,0.0,106.99715636267901,101.71338486365212,30.01915193308248,47.26918378400645,13.18862405839331,41.044935031180714,285.6225075270252,0.0,1.7889753638572776,234.76142131979697,2.763959390862944,23.154949271938857,0.0,Low,3.0
BI: : BkGp#197: CPs=420,197,82.95237580463821,420,45.55623809523785,0.0,25.357142857142858,142.86534026648198,97.61843854559352,18.30209220429393,120.55199729947701,108.33633563396386,71.3137022162501,203.71817814187713,0.0,5.979517674264945,252.95714285714286,126.81428571428572,24.915225563560195,0.0,Medium,2.0
BI: : BkGp#198: CPs=139,198,68.82173515193858,139,43.62388489208634,0.0,2.158273381294964,152.25274140357533,135.58845883672646,18.697381801669195,79.77119145319075,171.74841147911286,74.99629448003971,69.70096658575864,0.0,50.225666840165026,147.431654676259,56.26618705035971,29.86491439884109,0.0,Low,3.0
BI: : BkGp#199: CPs=204,199,78.69792466024754,204,48.064705882352975,0.0,0.0,146.30883166918392,170.81271832294934,18.18362016441219,87.54483684014546,130.56353655882432,85.07939704579628,153.19680100255258,0.0,9.87776676577467,198.0,99.0,33.83665565172218,0.0,Low,3.0
BI: : BkGp#200: CPs=856,200,77.4019731183967,856,54.833830663106,0.0,11.039719626168225,11.35166624176027,102.48556990680045,64.02166860201073,61.007396396308884,6.972701295133527,9.222111727787714,258.74857414142053,75.93457943925233,21.82784842955477,99.0,186.55023364485982,198.03369666178554,0.0,Low,3.0
BI: : BkGp#201: CPs=727,201,69.03600514427505,727,34.58406628676267,0.0,0.0,13.53102299549801,63.17015771314281,55.3784812589678,41.532479439693965,9.362369263561817,8.079405658701614,215.42455688837703,81.98074277854195,14.704795765210752,106.76203576341128,194.18707015130673,196.84289320094734,0.0,Low,3.0
BI: : BkGp#202: CPs=1042,202,68.00528958681232,1042,62.85884425555246,16.828214971209214,0.28790786948176583,114.22639689821426,4.70221705538477,64.7371334147013,21.964036971877743,49.67632714283498,75.31031402986665,112.82935150193425,0.0,14.696522088154769,168.1439539347409,235.19769673704414,78.6204269311867,0.22072936660268713,Low,3.0
BI: : BkGp#203: CPs=568,203,69.13169232903215,568,86.13598759221955,0.0,40.140845070422536,41.05799050071708,10.788975719027347,46.93254351703751,84.69729570581279,10.714524119831113,18.23021936021961,101.70730159616046,0.0,43.21738159382457,159.3644366197183,299.1021126760563,94.88577086443472,0.36619718309859156,Low,3.0
BI: : BkGp#204: CPs=402,204,76.20553500939887,402,77.13435678749103,2.7313432835820897,0.0,55.64353412463947,10.54313952952223,51.468979746264075,87.64486027566004,22.776802271757152,21.911148276484326,323.4250852610614,0.0,6.5322544857476466,103.0223880597015,298.9850746268657,81.26405841220769,0.4925373134328358,Low,3.0
BI: : BkGp#205: CPs=236,205,90.45886121255496,236,86.24715092816776,0.0,0.0,34.660132707871895,9.15021832004099,51.80348214521955,71.76726165533859,14.961965889429841,21.92220259229547,242.4593874478768,0.0,193.633569064857,216.78813559322035,300.0,113.48941184400576,0.847457627118644,Medium,2.0
BI: : BkGp#206: CPs=773,206,110.4502450848797,773,88.09510996118942,0.0,1.1642949547218628,68.17187136046255,8.59270427300341,63.054626626366904,106.65159094709513,74.40055315077028,34.72087320546101,358.651771597933,93.14359637774903,123.70605046175699,289.0478654592497,243.1280724450194,104.22469545242049,1.0,High,1.0
BI: : BkGp#207: CPs=200,207,60.0431364815199,200,49.182369047619034,0.0,24.0,109.67003228059079,114.76232915877283,16.68376368685752,85.66922580693327,61.95640874803713,64.21539953858718,54.541990806365156,2.0,19.74231912784929,170.895,94.05,33.27820902118569,0.0,Low,3.0
BI: : BkGp#208: CPs=224,208,55.077911654929935,224,64.22840773809513,0.0,5.357142857142857,36.55857357712208,122.55214525757363,14.084661894636634,41.47856772366324,43.31351014551216,30.73071917953664,75.37154180467613,34.82142857142857,49.89558261362027,172.80803571428572,49.96875,84.9996077466561,0.008928571428571428,Low,3.0
BI: : BkGp#209: CPs=471,209,69.81076092641764,471,57.27719441916909,1.2738853503184713,0.0,173.69251089110412,106.11466374166422,18.146381783699336,82.84148857880301,129.19301333443906,52.41179961962888,75.7110948722684,0.0,6.2785251210443205,242.45859872611464,79.45222929936305,22.31002815864764,0.0,Low,3.0
BI: : BkGp#210: CPs=338,210,51.72156925923055,338,55.74304029304021,0.0,7.988165680473373,31.14038581529045,16.285875811063658,22.0406897171044,90.87673814460948,33.62724621130752,38.637328899488736,129.64765832725035,0.0,15.89364359814913,206.7337278106509,99.0,28.209038580030054,0.0,Low,3.0
BI: : BkGp#211: CPs=459,211,64.72390001064839,459,62.59405747484141,0.0,9.15032679738562,85.4545161456065,3.3364210337250313,22.341012348218452,43.06393117965774,70.58306424430224,106.6011789310508,180.16650651546934,0.0,12.731171094139635,250.81699346405227,99.0,25.01932093127673,0.0,Low,3.0
BI: : BkGp#212: CPs=845,212,73.00567575795024,845,64.15662091170991,1.2994082840236687,8.875739644970414,77.37885506708393,3.4923600701154385,21.240213979126835,44.19841144892651,66.56731338352623,111.73211760286749,310.77384379391225,0.0,9.689129198163137,250.90650887573963,99.0,25.611446072607055,0.014201183431952662,Low,3.0
BI: : BkGp#213: CPs=993,213,36.677693931970744,993,61.785736344890765,0.0,0.6042296072507553,7.492835407507653,39.36843913034688,20.004655873470988,23.58698376464161,5.215871667799888,8.133285052742853,141.7127356787519,0.0,3.436743028753213,88.44712990936556,116.33232628398791,34.044437230051216,0.0,Low,3.0
BI: : BkGp#214: CPs=577,214,41.37081670267774,577,32.278838821490524,0.0,0.0,38.428675798880825,104.82644292561969,27.947700075237076,28.871915434938842,12.649207940746185,15.591073551629114,67.07646568810696,0.0,2.0106734364721213,244.13864818024263,23.849220103986134,22.893388582816126,0.0,Low,3.0
BI: : BkGp#215: CPs=799,215,48.557598761659726,799,69.75111985219657,0.0,0.0,18.565812816192423,46.040941507368736,13.60993815143238,74.14396393205672,24.296947334898665,20.252799490882023,251.00185950003058,0.0,65.88786032094119,19.081351689612013,0.0,125.731386829283,0.20150187734668334,Low,3.0
BI: : BkGp#216: CPs=269,216,78.48727740815559,269,58.588015577978226,0.0,3.345724907063197,44.871362929139664,86.07564959585135,15.873820138218816,110.20784988891707,69.86956492979651,50.801702621003834,277.8113501267336,0.0,200.0,120.71375464684014,0.0,139.1503657607906,0.966542750929368,Low,3.0
BI: : BkGp#217: CPs=270,217,87.22611884942737,270,61.86829629629637,4.4222222222222225,0.0,50.08003170141371,38.73076405815932,19.101049151959593,38.474615931676944,111.35992700694054,271.8319280883017,386.28400448215126,0.0,177.931945820945,26.4,13.333333333333334,108.57366464801193,1.0,Medium,2.0
Oahu: : BkGp#225: CPs=26,225,59.328145434960945,26,31.453846153846136,0.0,0.0,28.226451758325588,124.342861262946,40.1390722120338,87.9775731905328,82.89770443405776,153.20875891513413,61.02600427223487,0.0,96.9276511397423,0.0,3.8076923076923075,179.91456587786854,0.0,Low,3.0
Oahu: : BkGp#233: CPs=77,233,112.22113337838783,77,52.19887445887444,0.0,220.12987012987014,49.9594983204988,103.47250207296172,52.90678273506937,140.70471672281514,96.83011632046257,86.55790181118176,348.2148049011081,77.92207792207792,200.0,96.42857142857143,0.0,157.99128385232527,0.0,High,1.0
Oahu: : BkGp#235: CPs=55,235,89.53551070709982,55,53.367127272727274,0.0,150.0,47.76410255477206,71.79830825279326,52.32040249454434,95.94378009895206,70.53212299279707,73.3805895972959,206.50454334963428,54.54545454545455,199.20713577799802,124.2,0.0,143.46909366952883,0.0,Medium,2.0
Oahu: : BkGp#259: CPs=216,259,130.40183357596374,216,55.30404320987642,270.6111111111111,0.0,261.62946333878966,27.708117325680032,68.4002353712685,63.07932930705475,23.552761280491545,393.60625782101226,324.3382674203235,119.44444444444444,98.93734170245567,99.0,0.0,150.41613130694944,1.0,High,1.0
Oahu: : BkGp#262: CPs=307,262,146.19084897071735,307,55.15385450597153,273.2345276872964,12.703583061889251,286.95338929325607,134.4450757476649,38.67369389949474,175.49021776904374,52.40435542106579,389.3116209317447,289.9442222223733,0.0,72.2830034574821,278.071661237785,60.94788273615635,73.24564658953638,0.0,High,1.0
Oahu: : BkGp#263: CPs=196,263,128.89668894914493,196,63.561013119533456,206.5408163265306,1.530612244897959,353.4240887611949,68.54869269685537,45.175225994576195,105.84763769479724,83.93427825598161,372.6311497779445,235.25572506471386,0.0,67.96383568293514,241.19387755102042,38.38775510204081,49.45562596415232,0.0,High,1.0
BI: : BkGp#264: CPs=836,264,69.88129558189164,836,63.487664616085496,3.8038277511961724,0.0,81.28393928066608,3.2196420702890682,20.806420908638014,16.677530363668144,259.75381638158603,167.33948422923623,155.30634833293618,0.0,7.358178309093782,185.44736842105263,53.88157894736842,29.853634116559995,1.0,Low,3.0
BI: : BkGp#265: CPs=1043,265,59.584631781781425,1043,82.13386796329293,0.0,0.0,26.02222766170659,3.5644567569510897,19.76464946102222,23.22811546495954,161.72026366507424,67.73940289840027,225.7162338637989,0.0,5.423290101455088,185.85043144774687,62.93096836049856,29.675569081816068,1.0,Low,3.0
BI: : BkGp#266: CPs=775,266,36.17609269112645,775,80.24835760368724,0.0,17.225806451612904,11.550922439661134,26.74378655535381,16.746781800227765,22.68955633032951,17.22381790535883,24.004976903870393,62.928110868474946,0.0,4.853096326608897,89.03612903225806,135.0541935483871,34.335854601067176,0.9883870967741936,Low,3.0
BI: : BkGp#267: CPs=558,267,44.44632844506791,558,86.50879330943948,0.0,0.26881720430107525,16.83960087524661,4.33418284881728,18.864134683630375,25.107688725401104,70.1210898627087,40.402129688111415,124.71437626829587,0.0,6.611464560887483,189.1290322580645,53.935483870967744,29.858132520148096,1.0,Low,3.0
BI: : BkGp#268: CPs=536,268,42.36382194274746,536,79.27826847903383,0.0,0.0,18.19899448465811,16.36104977479874,18.709093858609208,19.23043393672253,73.37032852309702,50.069521797047244,123.93208879149613,0.0,6.336257266689328,165.86194029850745,32.13805970149254,31.971292229060854,1.0,Low,3.0
BI: : BkGp#269: CPs=697,269,53.160816369049094,697,81.15649859943952,0.0,5.810616929698709,17.063532905244816,18.024156785332952,17.72535725567769,90.60361793239072,31.218048270761944,40.894699005039634,168.58423661946014,0.0,4.707418029698295,8.0961262553802,275.51362984218076,38.0143071054304,0.266857962697274,Low,3.0
BI: : BkGp#270: CPs=311,270,65.2725571241736,311,70.62738937375585,0.0,27.974276527331188,23.90802420281737,35.26575642017145,18.88733967745732,92.88876147466718,95.86064377665218,80.24096212006526,214.16376228974397,0.0,4.785866111746706,23.556270096463024,254.91318327974275,36.01612151198868,0.12540192926045016,Low,3.0
BI: : BkGp#271: CPs=1025,271,35.171271059206106,1025,85.58808687572616,0.0,2.341463414634146,8.55852745554822,14.40351888634126,15.133956680756446,34.2612654775115,10.25631672472253,15.709619589248382,84.00158632937489,0.0,5.009548212429591,95.61951219512196,122.6839024390244,34.001761607652085,0.8975609756097561,Low,3.0
