,BlockBk_ID,Final_Prioity_Score,OSDS_count,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
1,3,76.26195468362435,26,1.0,Medium,2.0
4,11,89.780744603714,61,1.0,Medium,2.0
7,26,81.94030368810331,11,0.0,Medium,2.0
11,34,118.36880876407895,14,1.0,High,1.0
14,37,78.45588773868782,16,0.0,Medium,2.0
15,46,116.29714850186554,12,1.0,High,1.0
20,65,84.37438064592922,39,1.0,Medium,2.0
21,66,72.0260425732623,12,1.0,Low,3.0
22,67,48.421312997528226,42,1.0,Low,3.0
24,72,69.56528691871398,70,1.0,Low,3.0
25,76,73.73647256797818,41,1.0,Medium,2.0
27,82,50.04357493688514,11,0.0,Low,3.0
28,85,53.164777784248614,14,0.0,Low,3.0
36,101,29.16238699751322,37,0.13513513513513514,Low,3.0
38,103,31.059214146054455,29,1.0,Low,3.0
41,113,34.993704238774825,54,0.0,Low,3.0
42,114,34.097243970381676,13,1.0,Low,3.0
43,115,81.61181080582543,46,0.0,Medium,2.0
44,116,89.95590625769617,17,0.47058823529411764,Medium,2.0
45,117,58.69151826637702,67,0.0,Low,3.0
46,118,86.32509034503757,45,1.0,Medium,2.0
47,121,109.43150640335236,56,1.0,High,1.0
48,122,99.75305075868714,44,0.7045454545454546,High,1.0
49,124,114.79110574710911,24,1.0,High,1.0
50,125,117.99316491618879,15,1.0,High,1.0
56,131,51.95165840125129,12,0.0,Low,3.0
57,132,58.692351548382895,13,0.0,Low,3.0
58,134,37.84947783626445,34,0.0,Low,3.0
65,160,73.16960669339267,12,0.0,Medium,2.0
67,178,43.51433052570436,13,0.0,Low,3.0
68,179,110.30274772409061,25,1.0,High,1.0
69,180,40.662786658276474,69,0.0,Low,3.0
71,187,69.63603234419115,24,1.0,Low,3.0
72,191,93.63798799409697,135,0.6962962962962963,High,1.0
73,193,85.77381730584267,22,1.0,Medium,2.0
74,195,99.9951579070596,120,1.0,High,1.0
77,199,69.06833914696112,30,1.0,Low,3.0
80,215,66.42372933941049,38,0.0,Low,3.0
81,218,62.55639540798922,31,1.0,Low,3.0
84,228,51.680245344655994,25,0.0,Low,3.0
85,229,48.01014997125559,11,0.0,Low,3.0
87,233,46.147275797058604,27,0.0,Low,3.0
88,236,51.92744844253561,18,0.0,Low,3.0
89,238,122.66393029739058,20,1.0,High,1.0
91,241,110.51552895460654,22,1.0,High,1.0
92,251,68.61147630653909,23,1.0,Low,3.0
93,252,68.37948397664606,33,1.0,Low,3.0
94,253,68.67930545653581,62,1.0,Low,3.0
95,254,89.53235616314528,23,1.0,Medium,2.0
97,260,93.40599742451694,57,1.0,High,1.0
98,261,64.98479856631076,58,1.0,Low,3.0
99,262,71.20775439189825,139,1.0,Low,3.0
100,263,85.49090198836154,24,1.0,Medium,2.0
104,275,65.39130800071007,25,1.0,Low,3.0
105,277,132.07510087149745,13,1.0,High,1.0
122,351,55.06231539478822,18,0.0,Low,3.0
124,355,32.412009942569014,39,1.0,Low,3.0
131,388,86.97524254224606,33,0.0,Medium,2.0
135,412,50.91744407547396,28,1.0,Low,3.0
136,413,76.63775565710591,17,0.058823529411764705,Medium,2.0
137,416,79.9545297930415,26,1.0,Medium,2.0
145,468,35.283176125826486,17,0.0,Low,3.0
156,495,37.90453027785466,41,0.0,Low,3.0
167,516,65.85056309729222,11,0.0,Low,3.0
169,522,117.38919035043709,533,1.0,High,1.0
171,526,75.12816991142249,20,0.0,Medium,2.0
172,527,63.34130870323722,17,0.0,Low,3.0
173,529,76.96397676619566,23,0.0,Medium,2.0
174,530,98.27151035337928,18,0.0,High,1.0
176,536,75.40991036704543,20,0.0,Medium,2.0
177,537,70.32639077740902,90,0.0,Low,3.0
180,555,54.74349476144534,15,0.0,Low,3.0
185,576,40.27648553553309,24,0.0,Low,3.0
186,577,41.11204230480516,54,1.0,Low,3.0
189,580,53.32770797518524,15,0.0,Low,3.0
190,581,83.1921544771942,18,0.0,Medium,2.0
191,583,48.970070164660335,11,0.0,Low,3.0
192,585,40.31000232127206,17,1.0,Low,3.0
200,610,65.20275592056589,34,0.0,Low,3.0
206,643,35.41185937950864,36,0.9722222222222222,Low,3.0
209,646,31.677844186374166,19,1.0,Low,3.0
210,647,34.763611991788224,21,1.0,Low,3.0
211,648,41.05936563543769,38,1.0,Low,3.0
212,649,37.06201387144674,21,1.0,Low,3.0
217,656,83.07424370006048,62,1.0,Medium,2.0
218,658,114.34538442974582,102,1.0,High,1.0
227,684,35.281281451751774,16,0.5,Low,3.0
228,686,77.30450392465985,38,0.0,Medium,2.0
238,711,70.0823194041638,21,0.0,Low,3.0
240,715,30.331649517469447,16,1.0,Low,3.0
241,716,41.0979234928086,38,1.0,Low,3.0
244,719,64.64362819742489,24,0.0,Low,3.0
245,725,82.52221276363171,15,0.0,Medium,2.0
247,736,108.32783316749126,13,1.0,High,1.0
252,754,86.01485344892556,57,1.0,Medium,2.0
253,755,94.04261525790344,16,1.0,High,1.0
254,756,94.95791495581683,33,1.0,High,1.0
256,760,123.17924885736583,22,1.0,High,1.0
258,768,69.37174141414246,20,1.0,Low,3.0
259,769,58.99247361229032,19,1.0,Low,3.0
272,834,82.96329455900417,29,0.0,Medium,2.0
278,845,91.22982357517316,13,0.0,Medium,2.0
282,861,37.758201815364124,62,1.0,Low,3.0
284,863,36.12158010483898,55,1.0,Low,3.0
286,865,43.22478635985422,18,0.0,Low,3.0
287,867,42.288509058428694,14,1.0,Low,3.0
288,868,36.732022779807565,34,1.0,Low,3.0
289,869,43.63958874959522,43,1.0,Low,3.0
290,870,37.29163767001029,19,1.0,Low,3.0
293,873,144.67482537488567,12,1.0,High,1.0
294,874,97.47025660207977,48,1.0,High,1.0
295,876,62.84024293165867,22,0.0,Low,3.0
296,877,69.91471975667649,33,1.0,Low,3.0
297,881,59.95772276725787,205,0.8439024390243902,Low,3.0
299,885,64.11552759879626,114,0.0,Low,3.0
303,890,69.8948252221185,12,0.0,Low,3.0
307,901,50.35532677764952,50,0.0,Low,3.0
311,908,51.16705912674696,27,0.0,Low,3.0
314,911,46.79807556981105,14,0.0,Low,3.0
315,912,59.529070523981474,26,0.0,Low,3.0
320,930,44.811630771890606,11,0.0,Low,3.0
321,931,73.08856490643801,22,0.0,Medium,2.0
322,932,67.56864034369343,23,0.0,Low,3.0
323,934,52.48148698196179,12,0.0,Low,3.0
326,937,42.1855499204578,171,0.0,Low,3.0
327,938,47.75052711127393,47,1.0,Low,3.0
328,939,34.1288439959311,28,0.0,Low,3.0
329,942,69.7945226187525,31,1.0,Low,3.0
333,963,67.10040131450116,26,1.0,Low,3.0
334,965,68.95814311850029,50,0.0,Low,3.0
335,967,84.31192524276672,57,0.0,Medium,2.0
336,976,68.97675943027683,20,1.0,Low,3.0
337,978,87.32767611144966,19,1.0,Medium,2.0
338,982,62.890129439570764,14,1.0,Low,3.0
339,984,73.9578143746871,34,1.0,Medium,2.0
342,998,60.94129753083996,104,1.0,Low,3.0
346,1005,73.05666250665783,16,1.0,Medium,2.0
350,1014,68.30302008308033,19,0.0,Low,3.0
358,1049,53.03924121056718,13,0.0,Low,3.0
362,1055,69.27919741964223,40,1.0,Low,3.0
363,1056,66.09744806433223,35,1.0,Low,3.0
364,1057,64.82770820145518,40,1.0,Low,3.0
366,1059,62.66031894903974,40,1.0,Low,3.0
367,1060,63.479906114879526,61,1.0,Low,3.0
368,1061,60.39225672497434,56,1.0,Low,3.0
370,1063,49.522502637335805,26,1.0,Low,3.0
374,1067,36.70171960297078,13,1.0,Low,3.0
375,1068,50.82044056478714,17,1.0,Low,3.0
377,1070,32.37307587208645,13,1.0,Low,3.0
382,1088,55.159517147519104,17,0.0,Low,3.0
386,1104,101.08045259740155,31,0.0,High,1.0
389,1123,87.6184379185084,129,0.0,Medium,2.0
390,1126,78.99811729172761,60,0.0,Medium,2.0
391,1127,107.14813782786226,105,1.0,High,1.0
393,1132,90.29843996935243,11,0.0,Medium,2.0
395,1136,75.07253159352554,56,0.0,Medium,2.0
396,1154,60.24885174998027,19,0.0,Low,3.0
397,1157,64.03961593208996,13,0.0,Low,3.0
398,1158,64.4162177028965,19,0.0,Low,3.0
409,1195,32.1652324478605,24,0.0,Low,3.0
410,1197,41.69422358838797,31,0.0,Low,3.0
426,1225,72.70501541313574,74,0.0,Low,3.0
427,1228,90.03620327693903,17,0.0,Medium,2.0
428,1229,77.86618532969983,33,0.0,Medium,2.0
429,1230,69.77082678709752,30,0.0,Low,3.0
430,1231,71.72988700974791,73,0.0,Low,3.0
431,1232,73.4308795989591,19,0.0,Medium,2.0
432,1234,84.14457542158834,82,0.0,Medium,2.0
434,1240,46.2428272495417,27,0.0,Low,3.0
437,1247,94.67644758567995,14,0.21428571428571427,High,1.0
438,1261,35.13998357078381,13,0.0,Low,3.0
441,1272,67.11492496554887,453,1.0,Low,3.0
442,1273,46.31168136381953,25,1.0,Low,3.0
445,1278,37.22413795327365,12,1.0,Low,3.0
446,1279,32.768389342454995,16,0.0,Low,3.0
449,1291,79.61229749548482,19,1.0,Medium,2.0
453,1307,67.42036777890358,18,0.5555555555555556,Low,3.0
454,1311,55.86218475708893,13,0.0,Low,3.0
455,1312,60.50959719392553,13,0.0,Low,3.0
462,1346,42.431068393111026,16,1.0,Low,3.0
463,1351,38.79737547772559,30,1.0,Low,3.0
470,1387,81.6955212669438,23,0.0,Medium,2.0
471,1392,67.91363208764133,23,0.43478260869565216,Low,3.0
473,1399,116.36236881186711,11,1.0,High,1.0
475,1420,55.77911357126504,95,1.0,Low,3.0
480,1441,84.10934219161626,13,0.0,Medium,2.0
488,1463,65.5899524385434,14,1.0,Low,3.0
497,1513,77.81853208319943,32,0.0,Medium,2.0
498,1514,78.52240520326956,11,0.0,Medium,2.0
499,1515,86.80222676628064,19,0.0,Medium,2.0
501,1524,65.76439875442962,43,1.0,Low,3.0
502,1525,101.13397767371843,53,1.0,High,1.0
503,1526,84.44997358211265,31,1.0,Medium,2.0
505,1528,72.86335283532867,94,1.0,Low,3.0
506,1530,71.3660756569374,71,1.0,Low,3.0
507,1531,84.08821052671294,63,1.0,Medium,2.0
508,1533,87.90771223295341,58,1.0,Medium,2.0
509,1535,92.69227862536982,17,0.0,Medium,2.0
513,1575,36.08887141323761,11,0.0,Low,3.0
514,1576,46.138016018158744,13,1.0,Low,3.0
515,1579,108.99145230482881,26,1.0,High,1.0
516,1580,112.95369877532603,40,1.0,High,1.0
519,1608,64.3984138270356,18,0.0,Low,3.0
520,1613,94.91136794795689,14,1.0,High,1.0
523,1628,34.637891859172235,75,1.0,Low,3.0
524,1629,37.430469146165606,15,1.0,Low,3.0
529,1634,24.5110583957059,14,0.9285714285714286,Low,3.0
542,1674,50.98149208156943,16,0.0,Low,3.0
545,1682,59.62041219106333,52,1.0,Low,3.0
546,1683,74.13372747433725,47,1.0,Medium,2.0
547,1684,67.04816381608195,33,1.0,Low,3.0
549,1697,50.92566509319186,30,0.0,Low,3.0
550,1699,45.20857156569284,11,0.0,Low,3.0
559,1766,54.91502832712008,130,1.0,Low,3.0
560,1767,33.58088714575835,15,1.0,Low,3.0
563,1773,36.385663528610905,37,1.0,Low,3.0
564,1776,41.36474461876363,21,0.0,Low,3.0
565,1777,54.40873452738737,12,0.0,Low,3.0
566,1780,53.05197971917,47,0.0,Low,3.0
567,1782,39.97586524428807,30,0.0,Low,3.0
573,1811,58.221862558487715,34,0.0,Low,3.0
574,1812,75.65230238887932,27,0.0,Medium,2.0
576,1814,127.64288835366513,25,1.0,High,1.0
585,1836,46.65136957618405,26,0.0,Low,3.0
598,1864,73.84286707589939,15,0.0,Medium,2.0
609,1912,82.23933896960465,12,0.0,Medium,2.0
610,1914,81.96282504746813,11,0.0,Medium,2.0
612,1923,77.00810445829102,83,1.0,Medium,2.0
615,1926,39.52677646428485,15,0.0,Low,3.0
616,1927,99.44939568897223,189,0.9735449735449735,High,1.0
621,1940,61.52401426939279,201,0.945273631840796,Low,3.0
628,1965,36.43593858711194,12,1.0,Low,3.0
629,1966,39.860494817591274,20,1.0,Low,3.0
631,1969,53.722236319088125,36,1.0,Low,3.0
636,1994,53.58779421789412,14,0.0,Low,3.0
639,1997,45.41522878317895,44,0.8636363636363636,Low,3.0
640,2003,85.85473233787485,123,1.0,Medium,2.0
644,2024,62.77859092348815,20,0.0,Low,3.0
647,2031,89.15914374101663,27,0.0,Medium,2.0
648,2034,44.84078096269353,19,0.2631578947368421,Low,3.0
649,2037,73.46159443717517,221,1.0,Medium,2.0
654,2052,86.91100505221127,11,0.0,Medium,2.0
656,2059,93.83407688384833,18,0.0,High,1.0
658,2068,44.27522747558462,28,0.0,Low,3.0
660,2071,68.60697417752984,19,1.0,Low,3.0
661,2072,72.0686701717936,11,1.0,Low,3.0
662,2073,70.19453165074859,32,1.0,Low,3.0
663,2074,67.28850313707254,27,1.0,Low,3.0
664,2075,73.01666863772775,46,1.0,Medium,2.0
665,2077,74.57032984297821,47,1.0,Medium,2.0
667,2100,56.434264582735544,20,0.0,Low,3.0
668,2101,83.55322988465731,20,0.0,Medium,2.0
672,2120,98.74629027825613,63,1.0,High,1.0
678,2144,63.27728132708446,315,1.0,Low,3.0
680,2150,71.36207495732705,39,1.0,Low,3.0
695,2213,61.51794701135389,374,0.9732620320855615,Low,3.0
696,2216,89.80757237191057,18,1.0,Medium,2.0
702,2240,65.63035968608189,16,0.0,Low,3.0
705,2244,30.71980675004955,14,1.0,Low,3.0
707,2248,65.45761160064642,52,1.0,Low,3.0
710,2254,63.171588701322506,16,1.0,Low,3.0
713,2267,46.14210868024843,16,0.3125,Low,3.0
717,2285,55.98219151929688,39,1.0,Low,3.0
718,2286,72.94564064245789,35,1.0,Low,3.0
719,2290,100.38024984560084,74,1.0,High,1.0
720,2291,94.2339643802536,17,1.0,High,1.0
721,2293,124.4628620299239,24,1.0,High,1.0
723,2295,118.144409146772,38,1.0,High,1.0
730,2319,32.670488895419666,15,1.0,Low,3.0
734,2323,41.37656174201138,15,1.0,Low,3.0
735,2324,39.957539322026534,22,1.0,Low,3.0
736,2325,31.572339867450868,24,1.0,Low,3.0
737,2326,33.65253277613211,21,1.0,Low,3.0
738,2327,34.7342334925893,18,1.0,Low,3.0
739,2328,34.56532265498027,14,1.0,Low,3.0
740,2329,45.187832449368315,31,1.0,Low,3.0
742,2332,107.02147539011986,105,1.0,High,1.0
745,2339,111.97383286623014,21,1.0,High,1.0
754,2359,86.91275190315372,18,1.0,Medium,2.0
755,2367,40.048485208198635,17,1.0,Low,3.0
757,2394,41.49531514777456,59,0.0,Low,3.0
759,2417,61.44067172839312,38,0.0,Low,3.0
767,2425,32.81916868506265,13,0.0,Low,3.0
774,2432,22.956387050498698,13,0.0,Low,3.0
775,2433,55.12448712365484,25,1.0,Low,3.0
776,2434,46.295215988065614,70,1.0,Low,3.0
780,2452,43.95903221198322,17,0.0,Low,3.0
787,2477,61.938642164844126,40,0.95,Low,3.0
789,2480,51.04122085742466,17,0.0,Low,3.0
790,2486,74.92851486663581,17,0.0,Medium,2.0
796,2500,52.64381474950219,11,0.0,Low,3.0
797,2509,63.1132666090098,43,0.0,Low,3.0
800,2513,60.72803560399437,19,0.0,Low,3.0
802,2517,54.830163186454335,14,0.0,Low,3.0
809,2542,82.35926467098275,50,0.0,Medium,2.0
811,2544,61.402414100522414,12,0.0,Low,3.0
812,2548,74.93905647833797,19,1.0,Medium,2.0
814,2550,58.2296814578244,49,1.0,Low,3.0
817,2557,76.45146020829313,13,1.0,Medium,2.0
826,2579,32.759293937039644,13,1.0,Low,3.0
827,2580,30.938344386029762,13,1.0,Low,3.0
831,2595,56.73630938637813,12,1.0,Low,3.0
832,2596,101.73255934711048,26,1.0,High,1.0
834,2602,83.43564635493881,28,0.25,Medium,2.0
835,2607,45.06533247066858,78,0.0,Low,3.0
841,2628,95.25436718258997,24,1.0,High,1.0
845,2633,114.41659041841747,12,1.0,High,1.0
846,2635,111.85108958471122,15,1.0,High,1.0
850,2658,81.48375844582682,11,0.0,Medium,2.0
852,2672,70.19548317253233,12,0.0,Low,3.0
860,2694,38.326054675248486,17,0.0,Low,3.0
861,2695,93.52435237301457,12,1.0,High,1.0
862,2697,54.07511880904915,16,0.0,Low,3.0
867,2718,73.12355907873909,20,0.0,Medium,2.0
868,2719,58.643364530468084,27,0.0,Low,3.0
869,2720,63.461838182746746,21,0.0,Low,3.0
888,2764,73.49812881602499,34,1.0,Medium,2.0
889,2773,59.32949126657549,53,0.0,Low,3.0
890,2776,65.746293988502,20,0.0,Low,3.0
894,2782,49.3923176192556,11,0.0,Low,3.0
895,2783,48.273318465010156,11,0.0,Low,3.0
907,2804,73.53158164533691,47,0.0,Medium,2.0
908,2806,76.55041519787044,25,0.0,Medium,2.0
909,2807,75.6268607195119,11,0.0,Medium,2.0
910,2808,56.008318114162584,11,0.0,Low,3.0
911,2814,86.37346543689848,78,0.0,Medium,2.0
912,2817,97.16420028686801,14,0.0,High,1.0
913,2818,90.11145316062411,30,0.0,Medium,2.0
914,2820,72.58475004737839,13,0.0,Low,3.0
916,2824,63.153546516060196,14,1.0,Low,3.0
919,2838,52.44509516216945,11,0.0,Low,3.0
928,2850,92.31954497474986,11,0.0,Medium,2.0
933,2866,76.15611210378621,25,1.0,Medium,2.0
935,2893,60.31011336364364,29,0.1724137931034483,Low,3.0
937,2895,66.69555053766915,20,1.0,Low,3.0
938,2896,56.2864490800715,14,1.0,Low,3.0
939,2897,89.33648266905088,17,1.0,Medium,2.0
940,2899,80.45630416816414,14,1.0,Medium,2.0
941,2900,61.37505629178833,18,1.0,Low,3.0
943,2906,65.31542787105431,15,1.0,Low,3.0
952,2928,33.540818198366225,30,1.0,Low,3.0
955,2942,38.74514913699605,12,1.0,Low,3.0
959,2947,47.95907278318845,17,0.4117647058823529,Low,3.0
960,2949,118.89054953583356,17,1.0,High,1.0
962,2952,61.52369912120489,88,0.4090909090909091,Low,3.0
969,2991,65.6467306493637,12,0.0,Low,3.0
971,2994,48.2017684441357,12,0.0,Low,3.0
985,3010,34.17345155554875,33,1.0,Low,3.0
986,3016,72.44024301885658,11,0.0,Low,3.0
993,3042,107.68154409171792,46,1.0,High,1.0
994,3043,85.26898346969472,24,1.0,Medium,2.0
996,3045,72.41636758894391,15,1.0,Low,3.0
997,3047,53.60310911914598,22,0.0,Low,3.0
998,3049,131.12512707440445,37,1.0,High,1.0
1000,3065,44.495409781328696,11,0.0,Low,3.0
1003,3089,53.3942052006838,28,0.0,Low,3.0
1013,3126,40.3917241735672,30,0.0,Low,3.0
1014,3129,51.554664970800204,18,0.0,Low,3.0
1015,3130,73.5575900790565,22,0.0,Medium,2.0
1021,3159,60.79052161878396,11,0.0,Low,3.0
1025,3169,71.92003128903154,73,1.0,Low,3.0
1026,3170,75.22824195282648,80,1.0,Medium,2.0
1027,3171,79.70630644041209,39,1.0,Medium,2.0
1028,3174,92.93918815458463,77,0.0,High,1.0
1030,3186,41.13107219726781,21,0.0,Low,3.0
1031,3188,31.972835526767575,38,1.0,Low,3.0
1033,3194,57.20427995664459,11,0.0,Low,3.0
1039,3224,108.88153809780025,75,1.0,High,1.0
1040,3228,69.33641224603879,95,1.0,Low,3.0
1041,3229,69.64212183761322,12,1.0,Low,3.0
1042,3230,88.0605622143677,19,1.0,Medium,2.0
1043,3231,72.89201109280887,39,1.0,Low,3.0
1044,3232,61.291236430549176,40,1.0,Low,3.0
1045,3233,80.0056564425616,32,1.0,Medium,2.0
1051,3263,38.66021911139438,69,0.0,Low,3.0
1056,3289,121.4934237539912,29,1.0,High,1.0
1057,3290,63.880740946607226,31,1.0,Low,3.0
1058,3291,101.84726389446013,29,1.0,High,1.0
1059,3292,89.12513606656913,38,1.0,Medium,2.0
1060,3293,73.26491212224782,23,1.0,Medium,2.0
1061,3294,85.91107702183612,41,1.0,Medium,2.0
1062,3298,58.18762453221469,18,0.0,Low,3.0
1071,3311,62.64275970716544,11,0.0,Low,3.0
1077,3337,65.40970657711912,31,0.0,Low,3.0
1080,3342,79.35861617247836,58,1.0,Medium,2.0
1081,3345,88.76716814087717,113,1.0,Medium,2.0
1082,3352,92.35801821927595,19,1.0,Medium,2.0
1096,3375,84.84185029989531,19,0.0,Medium,2.0
1099,3392,73.8036810195146,19,0.0,Medium,2.0
1104,3409,62.45918689716201,14,1.0,Low,3.0
1105,3411,65.48622329428545,46,1.0,Low,3.0
1116,3427,40.46461905252547,19,0.0,Low,3.0
1120,3444,114.29435232431146,16,1.0,High,1.0
1122,3458,107.8071427751673,16,1.0,High,1.0
1128,3480,102.8408551771025,26,1.0,High,1.0
1130,3486,98.7538116802707,11,0.0,High,1.0
1132,3492,65.53663824291199,22,1.0,Low,3.0
1139,3529,99.53043363921378,76,1.0,High,1.0
1140,3535,113.21755195596069,86,1.0,High,1.0
1162,3585,60.00042197410089,42,1.0,Low,3.0
1163,3586,42.07641888576524,29,1.0,Low,3.0
1164,3587,66.67999661602188,54,1.0,Low,3.0
1165,3589,68.11616310333447,224,1.0,Low,3.0
1167,3591,72.94649047809344,15,1.0,Low,3.0
1173,3611,116.51617606142071,16,1.0,High,1.0
1175,3615,107.69403222263645,33,1.0,High,1.0
1177,3623,75.03949521965218,35,1.0,Medium,2.0
1178,3628,72.96767463400379,40,0.0,Low,3.0
