,BlockBk_ID,Final_Prioity_Score,OSDS_count,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
4429,19058,55.88511880140843,31,1.0,Low,3.0
4430,19061,46.59396635669817,38,1.0,Low,3.0
4431,19062,55.51694649157172,13,1.0,Low,3.0
4434,19069,82.09455932762452,13,1.0,Medium,2.0
4435,19078,85.72483044542155,111,0.0,Medium,2.0
4436,19079,142.9750437721628,19,1.0,High,1.0
4437,19081,86.43190700264542,433,0.9953810623556582,Medium,2.0
4438,19082,129.96827819814445,31,0.0,High,1.0
4439,19084,88.47732116380668,16,0.0,Medium,2.0
4440,19085,82.1024682479136,28,0.0,Medium,2.0
4442,19088,89.5864925192245,46,0.0,Medium,2.0
4447,19121,105.11628389732157,161,1.0,High,1.0
4448,19123,79.16013773295676,44,1.0,Medium,2.0
4451,19137,62.52814665042349,22,0.0,Low,3.0
4453,19139,136.893862280974,11,0.0,High,1.0
4454,19140,129.68022648464867,50,0.0,High,1.0
4457,19145,117.14739541783422,58,1.0,High,1.0
4458,19146,120.23326853494078,14,1.0,High,1.0
4459,19149,89.56388591476653,21,1.0,Medium,2.0
4460,19150,90.30042066959902,12,1.0,Medium,2.0
4461,19151,133.3075286786404,21,0.0,High,1.0
4462,19152,127.72134885854116,15,1.0,High,1.0
4465,19161,71.01714658606942,58,1.0,Low,3.0
4466,19162,87.46569077209014,39,1.0,Medium,2.0
4467,19163,70.65886561824719,49,1.0,Low,3.0
4469,19166,65.16562268432591,11,1.0,Low,3.0
4470,19167,58.33377682342483,30,1.0,Low,3.0
4477,19194,87.21909221629484,43,1.0,Medium,2.0
4478,19196,58.00951152618583,18,1.0,Low,3.0
4480,19200,53.75008145747765,116,0.0,Low,3.0
4483,19205,153.81035033845575,12,1.0,High,1.0
4485,19232,73.38591189974566,25,0.0,Medium,2.0
4489,19264,74.08432467930042,11,0.0,Medium,2.0
4490,19268,117.01255108616395,29,1.0,High,1.0
4491,19285,137.76772015070475,32,0.0,High,1.0
4493,19293,138.68627380254614,11,0.0,High,1.0
4495,19297,110.47591807264726,29,0.0,High,1.0
4496,19304,97.77874113106358,17,1.0,High,1.0
4498,19308,94.20226850872922,67,1.0,High,1.0
4501,19317,82.79519097628742,16,1.0,Medium,2.0
4502,19319,61.64230225342473,13,0.0,Low,3.0
4503,19320,141.58981603573767,37,0.0,High,1.0
4504,19321,145.72678707887414,36,0.0,High,1.0
4506,19325,146.75436423643313,30,1.0,High,1.0
4507,19326,156.20331370486838,22,1.0,High,1.0
4509,19350,93.02510014649827,15,0.0,High,1.0
4519,19383,74.41638144601232,12,0.0,Medium,2.0
4521,19389,107.74040844183033,45,0.0,High,1.0
4522,19391,128.51221403479263,14,0.0,High,1.0
4523,19396,112.18462456089368,108,1.0,High,1.0
4525,19400,40.52235746026138,57,0.0,Low,3.0
4526,19406,138.47688278715265,13,0.0,High,1.0
4527,19410,122.89910340398423,11,1.0,High,1.0
4529,19415,85.64584483750373,25,1.0,Medium,2.0
4531,19419,114.60428920208813,17,1.0,High,1.0
4533,19421,77.44550781319603,23,0.0,Medium,2.0
4534,19423,83.5050661518782,14,0.0,Medium,2.0
4535,19425,121.45953979843848,25,0.0,High,1.0
4536,19427,82.38387333236444,13,0.0,Medium,2.0
4537,19431,110.25193768443758,21,1.0,High,1.0
4538,19432,98.36455132731419,150,1.0,High,1.0
4539,19433,69.7825993418705,84,1.0,Low,3.0
4540,19434,91.37073714773292,17,1.0,Medium,2.0
4541,19443,98.76737685563914,34,1.0,High,1.0
4542,19446,95.8952689981536,34,0.0,High,1.0
4544,19448,67.86879140050728,53,1.0,Low,3.0
4546,19459,56.898190056886314,12,0.0,Low,3.0
4547,19472,81.04363156382112,40,0.0,Medium,2.0
4548,19473,80.45496688775864,26,0.0,Medium,2.0
4550,19482,103.10407440779119,21,0.0,High,1.0
4551,19483,90.35567512810297,91,0.0,Medium,2.0
4554,19496,122.7036271665926,14,0.0,High,1.0
4555,19502,68.94987145017195,16,0.0,Low,3.0
4556,19516,76.32306028868742,11,0.0,Medium,2.0
4558,19529,95.2459222544725,32,1.0,High,1.0
4559,19530,105.23858305053959,28,1.0,High,1.0
4560,19533,101.89109536359048,64,1.0,High,1.0
4562,19557,97.10156141393368,19,1.0,High,1.0
4564,19560,129.78217488596144,15,0.0,High,1.0
4566,19564,60.162249918149094,33,1.0,Low,3.0
4568,19566,75.97030148937655,15,1.0,Medium,2.0
4569,19567,70.55785420885512,25,1.0,Low,3.0
4570,19569,89.82497216780591,12,1.0,Medium,2.0
4572,19571,92.3520668803678,22,1.0,Medium,2.0
4575,19574,85.37579410523885,21,1.0,Medium,2.0
4580,19590,93.20612528516357,24,1.0,High,1.0
4581,19592,120.91131783889615,13,1.0,High,1.0
4582,19594,84.81390514639905,11,1.0,Medium,2.0
4583,19595,88.56584703923536,17,1.0,Medium,2.0
4588,19607,71.5235998956758,15,0.0,Low,3.0
4589,19629,67.88562111847077,65,0.0,Low,3.0
4592,19657,141.1807786195091,18,0.0,High,1.0
4595,19668,111.82412784081168,19,1.0,High,1.0
4596,19674,117.91824283281547,18,1.0,High,1.0
4599,19680,141.31306884783618,17,0.0,High,1.0
4600,19681,129.25641806775846,33,0.0,High,1.0
4604,19699,73.77510083373244,11,0.0,Medium,2.0
4605,19709,129.23340614700734,32,1.0,High,1.0
4606,19715,53.12297006880677,63,0.9047619047619048,Low,3.0
4607,19718,66.48962155303715,12,1.0,Low,3.0
4608,19719,52.43602505860412,199,1.0,Low,3.0
4609,19722,61.898012384848215,17,1.0,Low,3.0
4610,19723,60.15849780098863,17,1.0,Low,3.0
4611,19726,67.68003258259499,37,1.0,Low,3.0
4613,19738,83.93430492596995,18,0.0,Medium,2.0
4616,19750,80.60692710338303,65,0.015384615384615385,Medium,2.0
4617,19752,86.17934893307805,15,0.0,Medium,2.0
4619,19754,88.64672225460858,25,1.0,Medium,2.0
4620,19755,83.31169751352685,17,0.0,Medium,2.0
4621,19756,82.79167665700567,31,0.0,Medium,2.0
4622,19757,83.40419752346345,33,0.0,Medium,2.0
4624,19761,77.30240716834278,84,0.0,Medium,2.0
4627,19766,69.72178814471079,29,1.0,Low,3.0
4628,19767,111.28830244467287,18,0.0,High,1.0
4631,19781,82.60563405654838,12,1.0,Medium,2.0
4632,19782,86.72520569227652,21,0.8095238095238095,Medium,2.0
4633,19783,89.74900554865127,15,0.0,Medium,2.0
4634,19784,79.50133602758157,85,0.25882352941176473,Medium,2.0
4635,19786,91.89744185981264,20,0.0,Medium,2.0
4637,19790,82.13866314212349,13,0.0,Medium,2.0
4638,19796,70.70949780033935,14,0.0,Low,3.0
4640,19807,137.1950112199168,14,0.0,High,1.0
4641,19809,136.63656661571338,19,0.0,High,1.0
4642,19813,106.43948846635695,28,1.0,High,1.0
4643,19814,97.65580369031663,46,1.0,High,1.0
4644,19816,117.31885639453347,28,1.0,High,1.0
4645,19817,124.86521338992945,13,1.0,High,1.0
4647,19823,85.75092272802561,33,0.0,Medium,2.0
4649,19832,93.06819120555052,11,1.0,High,1.0
4650,19833,70.44369955895904,46,1.0,Low,3.0
4653,19843,59.88036953102095,25,1.0,Low,3.0
4654,19844,72.2911820866654,18,1.0,Low,3.0
4660,19866,45.419766220660364,36,1.0,Low,3.0
4661,19871,59.79340083891553,50,1.0,Low,3.0
4662,19874,104.52881929286428,19,0.15789473684210525,High,1.0
4663,19875,68.401935804202,126,0.0,Low,3.0
4665,19902,84.24453003855605,24,1.0,Medium,2.0
4668,19907,85.95893361806618,128,1.0,Medium,2.0
4669,19908,107.84771695176929,244,1.0,High,1.0
4670,19912,77.87127437258236,60,1.0,Medium,2.0
4671,19914,91.11605275574989,37,1.0,Medium,2.0
4673,19966,69.98150181648195,84,1.0,Low,3.0
4675,19968,83.47985177968948,233,1.0,Medium,2.0
4676,19969,67.02740890315862,11,1.0,Low,3.0
4677,19972,88.98725375856085,21,1.0,Medium,2.0
4678,19973,77.68702768203939,35,1.0,Medium,2.0
4679,19975,72.01410952833693,34,1.0,Low,3.0
4683,19990,61.117515685897075,19,0.0,Low,3.0
4688,20030,103.22218235261491,42,0.0,High,1.0
4689,20038,67.66285885070586,23,0.0,Low,3.0
4691,20044,108.71632433669234,29,0.0,High,1.0
4693,20051,76.73505579510035,52,1.0,Medium,2.0
4697,20066,64.97120009882549,24,0.0,Low,3.0
4700,20100,74.77735674536805,41,0.0,Medium,2.0
4702,20112,62.51321455246674,18,0.0,Low,3.0
4705,20133,57.93223862652756,51,1.0,Low,3.0
4706,20134,76.91446879067057,12,1.0,Medium,2.0
4711,20142,62.53999283813017,23,0.0,Low,3.0
4712,20143,83.32165148582841,23,0.0,Medium,2.0
4722,20197,87.84384542176846,31,1.0,Medium,2.0
4723,20198,84.24858790690769,94,1.0,Medium,2.0
4724,20202,94.01425700433131,19,0.0,High,1.0
4730,20286,78.53426948033423,14,0.0,Medium,2.0
4731,20287,81.53302552139097,71,1.0,Medium,2.0
4732,20288,67.99276668805285,30,1.0,Low,3.0
4734,20297,74.12625367670717,35,1.0,Medium,2.0
4735,20298,66.88005317558546,29,1.0,Low,3.0
4736,20299,54.06180808359603,13,1.0,Low,3.0
4737,20306,76.8788273284443,15,0.0,Medium,2.0
4739,20349,139.41057147753418,47,0.0,High,1.0
4742,20362,82.90830991288996,11,0.0,Medium,2.0
4743,20384,114.2831887919047,47,0.0,High,1.0
4746,20395,88.26844416462853,42,0.0,Medium,2.0
4747,20397,72.37605463770929,37,0.0,Low,3.0
4748,20405,84.97023376905051,68,0.0,Medium,2.0
4749,20406,74.8887809559898,52,0.0,Medium,2.0
4751,20420,62.42089802167058,85,0.8588235294117647,Low,3.0
4754,20441,72.24586529455507,34,0.0,Low,3.0
4761,20470,70.05054137592474,13,0.0,Low,3.0
4762,20524,116.80724033213397,32,0.0,High,1.0
4763,20558,65.86447411453213,11,0.0,Low,3.0
4764,20560,87.00067950639895,34,0.0,Medium,2.0
4766,20562,64.77627258395728,53,1.0,Low,3.0
4767,20563,68.41416947465208,20,1.0,Low,3.0
4768,20564,65.78789160330751,20,1.0,Low,3.0
4769,20565,80.39369239600421,93,1.0,Medium,2.0
4773,20607,53.15542793116122,11,0.0,Low,3.0
4774,20608,70.37955293764121,33,1.0,Low,3.0
4775,20609,60.89591722955514,78,1.0,Low,3.0
4776,20611,69.20669706599193,19,1.0,Low,3.0
4783,20674,73.9310885272679,15,1.0,Medium,2.0
4785,20677,60.87672961760586,33,1.0,Low,3.0
4786,20679,72.70083755876041,17,1.0,Low,3.0
4788,20685,63.21799308050329,20,0.0,Low,3.0
4790,20735,95.44929047889404,19,0.0,High,1.0
4792,20741,53.42903927603698,27,0.0,Low,3.0
4794,20752,74.85294792972057,25,0.0,Medium,2.0
4795,20774,67.84026328802221,179,1.0,Low,3.0
4796,20775,64.59596120422614,32,1.0,Low,3.0
4798,20779,41.92742263183754,29,1.0,Low,3.0
4799,20780,59.53550184752965,19,1.0,Low,3.0
4800,20782,53.71682949580866,41,1.0,Low,3.0
4802,20786,62.5726558296963,34,1.0,Low,3.0
4808,20865,60.58556814833262,23,1.0,Low,3.0
4809,20868,66.09174368631396,19,1.0,Low,3.0
4811,20871,67.2874643054602,139,1.0,Low,3.0
4812,20872,64.00855241127387,22,1.0,Low,3.0
4814,20914,106.66337688547627,45,0.0,High,1.0
4816,20949,56.85907667373187,41,1.0,Low,3.0
4818,20953,54.03994740824872,13,0.0,Low,3.0
4823,20998,129.81097427027527,16,0.0,High,1.0
4831,21034,57.75208566156794,16,1.0,Low,3.0
4834,21044,70.75342371339845,34,1.0,Low,3.0
4836,21053,60.14764237238012,35,0.0,Low,3.0
4842,21136,135.24935892744142,33,0.0,High,1.0
4847,21149,76.82905172873528,13,1.0,Medium,2.0
4848,21152,66.23840896177813,54,0.0,Low,3.0
4852,21156,113.62909861950031,48,0.0,High,1.0
4854,21222,53.638350290627635,12,0.0,Low,3.0
4855,21223,81.34846482951946,16,0.0,Medium,2.0
4856,21227,106.33716903860726,31,0.0,High,1.0
4857,21228,120.40369369252612,24,0.0,High,1.0
4863,21301,69.19691411990675,35,1.0,Low,3.0
4864,21304,68.26586290278601,16,1.0,Low,3.0
4865,21305,81.2770643212147,18,0.0,Medium,2.0
4869,21354,91.46720803210444,15,0.0,Medium,2.0
4876,21379,109.94434220928012,23,0.0,High,1.0
4878,21384,78.92148148118221,31,1.0,Medium,2.0
4879,21388,58.70022800728858,18,1.0,Low,3.0
4880,21396,68.21411478890053,34,1.0,Low,3.0
4881,21398,83.08163706764942,31,1.0,Medium,2.0
4883,21400,53.17361104126271,16,0.0,Low,3.0
4884,21403,73.11551578643729,20,0.0,Medium,2.0
4885,21406,83.72947420232107,13,0.0,Medium,2.0
4895,21492,113.94079916484772,118,0.0,High,1.0
4897,21540,97.57416109527033,12,0.0,High,1.0
4901,21556,68.96432752880449,43,1.0,Low,3.0
4902,21608,95.21216121107418,20,0.0,High,1.0
4903,21612,89.88854559112066,11,0.0,Medium,2.0
4905,21636,82.56855165175023,113,1.0,Medium,2.0
4907,21640,78.31328829230051,43,1.0,Medium,2.0
4908,21641,80.71771320230658,54,1.0,Medium,2.0
4909,21642,52.65791202941702,25,1.0,Low,3.0
4910,21643,65.36269737084807,20,1.0,Low,3.0
4912,21647,70.53197023036837,43,1.0,Low,3.0
4918,21687,63.92004054797421,11,1.0,Low,3.0
4919,21689,76.2865967150052,46,0.0,Medium,2.0
4922,21692,73.58700996255442,75,1.0,Medium,2.0
4929,21808,83.20632120833021,195,1.0,Medium,2.0
4930,21809,78.41695153065554,16,1.0,Medium,2.0
4932,21811,63.71075272525046,16,1.0,Low,3.0
4936,21816,91.93197287583787,34,0.0,Medium,2.0
4939,21833,57.65632074684931,18,0.0,Low,3.0
4941,21846,70.57726365110243,18,0.0,Low,3.0
4943,21909,92.62560028935194,15,1.0,Medium,2.0
4946,21913,96.39444529053642,54,0.0,High,1.0
4948,21915,84.7462928823052,24,0.0,Medium,2.0
4949,21917,84.97958544337261,56,1.0,Medium,2.0
4950,21919,61.14715038067276,85,1.0,Low,3.0
4958,21969,68.64386211676464,13,1.0,Low,3.0
4961,21974,140.07738627683062,12,0.0,High,1.0
4963,22007,69.00911789201201,17,1.0,Low,3.0
4964,22009,69.62597988889617,30,0.0,Low,3.0
4965,22010,64.03177624333102,150,1.0,Low,3.0
4967,22014,69.99782121529009,14,1.0,Low,3.0
4968,22048,62.35684342188947,27,1.0,Low,3.0
4975,22160,78.24568501101407,51,1.0,Medium,2.0
4976,22179,89.04283395096105,46,0.0,Medium,2.0
4979,22204,76.91414569959457,53,0.0,Medium,2.0
4983,22217,89.88564133849795,15,0.0,Medium,2.0
4985,22256,54.565439880600934,11,0.7272727272727273,Low,3.0
4991,22310,54.6509410449878,14,0.0,Low,3.0
4994,22337,58.24266089129435,101,1.0,Low,3.0
4995,22346,63.843576925701555,99,1.0,Low,3.0
4996,22350,58.66171067639394,26,0.3076923076923077,Low,3.0
5000,22355,78.80820565402908,11,1.0,Medium,2.0
5006,22413,67.50456728541445,36,0.0,Low,3.0
5012,22481,107.60479656453,20,0.0,High,1.0
5014,22503,58.971580610313396,18,1.0,Low,3.0
5019,22566,105.96623822744375,20,0.0,High,1.0
5020,22571,64.44798898966327,45,1.0,Low,3.0
5022,22575,62.241831195319996,96,1.0,Low,3.0
5023,22576,82.27973102594702,40,1.0,Medium,2.0
5024,22584,52.38254377910217,12,1.0,Low,3.0
5030,22593,64.25268731379396,14,0.0,Low,3.0
5035,22653,75.47970221468806,49,0.0,Medium,2.0
5038,22665,135.82422081984268,19,0.0,High,1.0
5041,22680,60.506783661415504,16,0.9375,Low,3.0
5042,22681,55.48784717368173,58,1.0,Low,3.0
5047,22729,66.84455874816713,167,1.0,Low,3.0
5049,22739,74.70283758610464,16,0.0,Medium,2.0
5054,22806,88.9796590532034,35,1.0,Medium,2.0
5055,22807,61.25602207343576,66,0.9848484848484849,Low,3.0
5056,22810,72.30577067349721,59,1.0,Low,3.0
5057,22820,75.98143385078023,26,1.0,Medium,2.0
5059,22824,70.82620117567186,28,1.0,Low,3.0
5069,22884,104.19585064052512,14,0.0,High,1.0
5070,22886,109.83210056370011,23,0.0,High,1.0
5072,22895,64.64939017358977,28,0.9642857142857143,Low,3.0
5073,22896,62.50688246203584,15,0.2,Low,3.0
5077,22941,76.82412669465441,51,1.0,Medium,2.0
5078,22944,75.28143704122606,13,1.0,Medium,2.0
5079,22945,65.10090358249562,18,1.0,Low,3.0
5080,22948,62.01653409400172,137,1.0,Low,3.0
5081,22949,65.92141981007903,197,1.0,Low,3.0
5082,22953,72.71070874388055,14,1.0,Low,3.0
5088,23014,123.27250154407,39,0.0,High,1.0
5090,23033,83.72838238853561,153,0.0,Medium,2.0
5091,23034,58.48401113932175,17,1.0,Low,3.0
5092,23035,90.5097763318935,77,0.0,Medium,2.0
5094,23043,73.14702614561193,37,1.0,Medium,2.0
5095,23044,64.81627976375385,49,1.0,Low,3.0
5096,23047,73.60594728666675,14,1.0,Medium,2.0
5097,23048,68.932339352471,19,1.0,Low,3.0
5098,23051,52.36121015071156,55,1.0,Low,3.0
5099,23055,77.27624722209556,33,1.0,Medium,2.0
5103,23129,68.10866087719701,87,1.0,Low,3.0
5104,23131,80.21914573861467,32,1.0,Medium,2.0
5105,23132,77.95235883812303,85,1.0,Medium,2.0
5108,23139,78.00828901366475,33,1.0,Medium,2.0
5109,23144,65.06083645334446,35,1.0,Low,3.0
5110,23145,65.31332013195164,33,1.0,Low,3.0
5111,23146,65.7083929510764,39,1.0,Low,3.0
5112,23147,75.43086166307266,15,1.0,Medium,2.0
5114,23149,86.9188203466998,32,1.0,Medium,2.0
5115,23150,65.97252964012037,25,1.0,Low,3.0
5121,23178,65.82442485012808,73,1.0,Low,3.0
5122,23179,48.690642958995106,33,1.0,Low,3.0
5125,23192,60.22267938737759,14,0.5,Low,3.0
5126,23193,61.663245285216426,22,1.0,Low,3.0
5127,23194,87.78846249348774,119,1.0,Medium,2.0
5130,23227,71.73848426024506,56,1.0,Low,3.0
5131,23229,42.25124604340106,17,1.0,Low,3.0
5132,23230,48.146402125878055,51,1.0,Low,3.0
5134,23234,48.87448962705287,61,1.0,Low,3.0
5143,23321,63.31734990327518,37,1.0,Low,3.0
5144,23322,70.08739768565401,30,1.0,Low,3.0
5146,23325,73.28659760243507,12,1.0,Medium,2.0
5148,23329,77.06584246161276,37,1.0,Medium,2.0
5150,23346,112.92911273622528,32,0.0,High,1.0
5151,23370,92.70136149814076,185,0.0,Medium,2.0
5155,23379,84.12438190554744,58,1.0,Medium,2.0
5157,23395,106.02170305606984,11,0.0,High,1.0
5160,23405,104.71199145741352,11,0.0,High,1.0
5162,23414,68.0938531507632,32,1.0,Low,3.0
5163,23415,72.06316477791631,25,1.0,Low,3.0
5165,23417,82.82469110866845,30,1.0,Medium,2.0
5166,23418,67.7208418811654,33,1.0,Low,3.0
5168,23420,66.29017010969845,25,1.0,Low,3.0
5170,23424,64.11822907371301,153,1.0,Low,3.0
5171,23427,84.99288925375191,17,1.0,Medium,2.0
5172,23428,78.36340213259196,89,1.0,Medium,2.0
5173,23439,67.83208265167428,29,1.0,Low,3.0
5174,23441,65.33341285631982,23,1.0,Low,3.0
5175,23442,85.16503321528968,11,1.0,Medium,2.0
5177,23444,67.89568589116938,11,1.0,Low,3.0
5178,23449,74.31134653929662,23,1.0,Medium,2.0
5179,23467,73.43197853252114,73,1.0,Medium,2.0
5183,23477,85.82906927446545,25,1.0,Medium,2.0
5184,23478,62.89268509079811,50,1.0,Low,3.0
5185,23482,71.95646870574423,12,1.0,Low,3.0
5186,23519,85.3583958867593,100,0.0,Medium,2.0
5189,23523,92.25351420346279,38,0.0,Medium,2.0
5196,23564,56.1333643825202,22,1.0,Low,3.0
5197,23565,50.20555231636182,14,1.0,Low,3.0
5199,23567,70.0156174099253,12,1.0,Low,3.0
5202,23584,115.20147646083126,17,0.0,High,1.0
5203,23611,78.55423464718956,30,1.0,Medium,2.0
5205,23624,91.69616617656715,52,0.0,Medium,2.0
5206,23629,79.97009345239894,22,0.0,Medium,2.0
5208,23633,58.65989505216127,13,0.0,Low,3.0
5209,23634,85.92339683983194,45,1.0,Medium,2.0
5210,23644,76.98126610546198,24,1.0,Medium,2.0
5211,23646,67.68330940374575,16,1.0,Low,3.0
5212,23649,78.87140063537689,164,1.0,Medium,2.0
5214,23677,112.71577886584078,24,0.0,High,1.0
5217,23690,69.14570685172313,11,1.0,Low,3.0
5219,23696,73.85675006093955,19,0.0,Medium,2.0
5223,23706,57.65622773038509,35,1.0,Low,3.0
5225,23709,64.63278287017572,12,1.0,Low,3.0
5236,23785,100.00144071434153,21,0.0,High,1.0
5237,23795,68.0901804838559,138,1.0,Low,3.0
5244,23849,93.43367697892707,24,0.0,High,1.0
5245,23850,87.85642802393994,11,0.0,Medium,2.0
5247,23856,62.95293790328267,14,0.0,Low,3.0
5249,23865,87.62414785320992,14,1.0,Medium,2.0
5251,23867,89.89198951465107,14,1.0,Medium,2.0
5253,23871,86.98866764209731,33,0.0,Medium,2.0
